site,surber,taxa,linear_meas,Unit,dw,FFG,sibe
Granity,s1,Orthocladiinae,2.59,mm,2.76203e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.64,mm,7.97e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.13,mm,1.62254e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,3,mm,4.11966e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,3.11,mm,4.54369e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.66,mm,2.96987e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.32,mm,2.04716e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.43,mm,2.32212e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.13,mm,1.62254e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.8,mm,3.41463e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.98,mm,4.04536e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.84,mm,3.54897e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.27,mm,1.92934e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,3.23,mm,5.03664e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.56,mm,6.95e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.66,mm,2.96987e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,2.99,mm,4.0824e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.81,mm,1.04195e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,3.78,mm,7.72554e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.16,mm,3.11e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.07,mm,2.49e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,0.91,mm,1.6e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.24,mm,3.72e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.77,mm,9.8e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.06,mm,2.43e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.44,mm,5.59e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.33,mm,4.51e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.96,mm,1.29395e-4,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.35,mm,4.69e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.58,mm,7.2e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.17,mm,3.18e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.41,mm,5.28e-5,CB,Pomeranz_10
Granity,s1,Orthocladiinae,1.22,mm,3.56e-5,CB,Pomeranz_10
Burke,s1,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_1
Lankey,s1,Orthocladiinae,1.21,mm,3.48e-5,CB,Pomeranz_14
Stream X,s1,Orthocladiinae,1.58,mm,7.2e-5,CB,Pomeranz_21
Portal,s1,Orthocladiinae,1.92,mm,1.22336e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.13,mm,1.62254e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.89,mm,1.17205e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2,mm,1.36706e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.67,mm,3.00035e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.63,mm,7.84e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.79,mm,1.01092e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.63,mm,2.87963e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.6,mm,2.79114e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2,mm,1.36706e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.94,mm,1.25834e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.61,mm,2.82044e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.93,mm,1.24077e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.56,mm,6.95e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.25,mm,1.88344e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.42,mm,2.29622e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.06,mm,1.48154e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.95,mm,1.27607e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.47,mm,2.42759e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.53,mm,2.5914e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.27,mm,1.92934e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.53,mm,2.5914e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.54,mm,2.61936e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.68,mm,3.03102e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.92,mm,1.22336e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.06,mm,1.48154e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.69,mm,3.06189e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.16,mm,1.68547e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.51,mm,2.53605e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.6,mm,7.45e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.8,mm,1.02636e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.34,mm,4.6e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.92,mm,1.22336e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.51,mm,2.53605e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.89,mm,1.17205e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.86,mm,1.12213e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.18,mm,1.72826e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.86,mm,1.12213e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.7,mm,8.79e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.87,mm,1.13862e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.77,mm,9.8e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.69,mm,8.65e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.34,mm,2.09553e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.03,mm,1.42357e-4,CB,Pomeranz_20
Burnett,s1,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,1.53,mm,6.6e-5,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.13,mm,1.62254e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.28,mm,5.2516e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.4,mm,2.24495e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.71,mm,3.12422e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,1.58,mm,7.2e-5,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.58,mm,2.73311e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.25,mm,5.12194e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,4.24,mm,0.001055885,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.25,mm,5.12194e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.65,mm,7.02391e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.43,mm,2.32212e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,2.65,mm,2.9396e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.33,mm,5.47226e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.24,mm,5.07918e-4,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,4.22,mm,0.001042389,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,4.82,mm,0.001496589,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,4.72,mm,0.001413616,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,5.51,mm,0.002153684,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,4.96,mm,0.001617828,CB,Pomeranz_3
Burnett,s1,Orthocladiinae,3.2,mm,4.91039e-4,CB,Pomeranz_3
Portal,s1,Orthocladiinae,1.81,mm,1.04195e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.52,mm,6.48e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.67,mm,8.37e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.79,mm,1.01092e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.71,mm,8.93e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.2,mm,3.41e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,0.96,mm,1.86e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.45,mm,5.7e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.36,mm,4.79e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.53,mm,6.6e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.23,mm,3.64e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.33,mm,4.51e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.69,mm,8.65e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.61,mm,7.58e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.49,mm,6.14e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.53,mm,6.6e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_20
Portal,s1,Orthocladiinae,2.3,mm,1.9995e-4,CB,Pomeranz_20
